Source_Result_Files	Model	Criterion_Type	Criterion_Value	Mean_Accuracy (10 runs)	StdDev_Accuracy (10 runs)	Mean_Unparsable_Percent	Mean_Model_Error_Percent	Sum_Total_Time_s	Sum_Total_Price
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	subcategory	interval-recognition	24.667	12.9772	20.419	0.0	405.29	0.0133
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	subcategory	pitch-recognition	23.333	11.4395	0.909	0.0	387.65	0.0127
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	subcategory	proportion-recognition	20.0	13.698	4.857	0.0	448.28	0.016
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	subcategory	rhythmic-recognition	20.666	12.7475	17.99	0.0	403.79	0.0137
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	cadence recognition	29.999	33.1479	13.333	0.0	82.13	0.0028
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	chord recognition	31.665	14.5926	45.5	0.0	165.43	0.0058
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	interval recognition	17.776	14.9974	30.611	0.0	237.99	0.0078
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	interval statistics	35.0	22.8389	2.0	0.0	167.3	0.0055
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	note length	16.665	10.797	26.727	0.0	236.73	0.008
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	note length statistics	26.668	19.5627	2.5	0.0	167.06	0.0057
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	pitch recognition	23.331	11.0481	0.0	0.0	240.94	0.0081
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	pitch statistics	23.335	23.8309	1.667	0.0	146.72	0.0046
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	rhythm pattern	18.887	9.1466	8.096	0.0	286.27	0.0104
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	rhythm pattern statistics	21.667	27.272	0.0	0.0	162.01	0.0056
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	skill	tonality recognition	35.0	21.4453	1.667	0.0	187.06	0.0065
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	rel/abs	absolute	23.61	6.7107	14.962	0.0	956.87	0.0321
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	rel/abs	relative	24.872	9.0509	11.399	0.0	1122.75	0.0387
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	specification	harmony-absolute	31.665	14.5926	45.5	0.0	165.43	0.0058
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	specification	harmony-relative	33.333	18.8873	5.636	0.0	269.2	0.0094
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	specification	pitch-absolute	23.333	11.4395	0.909	0.0	387.65	0.0127
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	specification	pitch-relative	24.667	12.9772	20.419	0.0	405.29	0.0133
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	specification	rhythm-absolute	20.666	12.7475	17.99	0.0	403.79	0.0137
results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs42.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs43.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs44.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs45.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs46.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs47.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs48.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs49.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs50.rep1.res.tsv;results/google_gemini-2.0-flash-lite-001/5/text-only/jobid_6387272.rs51.rep1.res.tsv	text-only-google/gemini-2.0-flash-lite-001	specification	rhythm-relative	20.0	13.698	4.857	0.0	448.28	0.016
